account_id,customer_id,account_type,balance,open_date
674,1755,Savings,19613.17,2019-09-04
675,589,Checking,5583.07,2020-01-29
676,1687,Loan,-39559.09,2019-04-27
677,830,Savings,9871.63,2015-03-19
678,596,Checking,1961.84,2018-08-12
679,81,Savings,3371.05,2023-07-01
680,1811,Credit,8238.71,2019-03-21
681,761,Loan,-47425.6,2022-01-20
682,643,Savings,13898.86,2021-04-12
683,1583,Checking,60.87,2016-06-19
684,1355,Loan,-40986.23,2017-02-27
685,1072,Savings,18909.17,2015-09-08
686,1064,Credit,9114.43,2019-03-14
687,793,Loan,-34712.22,2019-08-16
688,483,Checking,9092.79,2021-12-30
689,1387,Savings,7387.86,2015-09-25
690,542,Checking,15665.54,2015-07-29
691,1841,Loan,-37321.65,2024-02-05
692,77,Checking,4208.4,2017-09-01
693,1535,Credit,4314.23,2016-10-13
694,13,Loan,-26012.83,2025-01-02
695,1191,Checking,12821.35,2019-06-09
696,1259,Savings,4964.01,2019-09-09
697,289,Checking,17783.34,2016-04-16
698,457,Savings,9075.87,2021-07-11
699,1915,Checking,10493.49,2020-01-18
700,1762,Credit,4708.74,2018-06-15
701,667,Checking,1100.77,2024-11-07
702,902,Checking,15863.3,2022-01-09
703,868,Savings,8036.97,2024-03-04
704,338,Savings,7865.35,2019-10-01
705,286,Checking,3067.41,2017-03-26
706,437,Savings,1140.31,2022-06-15
707,593,Credit,9637.56,2018-09-03
708,1410,Savings,4481.26,2023-03-07
709,1374,Credit,1408.34,2023-12-02
710,1265,Savings,18988.13,2016-11-15
711,635,Checking,13160.41,2024-06-03
712,56,Credit,15373.62,2019-10-04
713,253,Checking,13083.43,2019-02-05
714,987,Savings,645.43,2018-05-05
715,1617,Savings,7542.42,2022-11-12
716,1710,Loan,-46172.29,2020-02-03
717,1037,Loan,-39908.28,2018-01-28
718,1358,Loan,-19297.13,2023-08-18
719,1127,Checking,12561.29,2015-07-23
720,1719,Loan,-47559.14,2015-10-20
721,1124,Savings,16902.34,2022-02-19
722,1236,Savings,65.11,2015-03-07
723,275,Credit,1821.99,2018-07-08
724,1871,Checking,7859.28,2025-01-06
725,973,Checking,14835.56,2018-06-06
726,822,Credit,14073.01,2021-06-23
727,1727,Credit,4468.96,2023-10-25
728,1157,Loan,-38569.88,2017-05-18
729,978,Loan,-17340.35,2021-11-07
730,713,Checking,15804.18,2015-12-17
731,1901,Checking,19216.16,2016-03-15
732,1554,Loan,-16892.67,2017-04-09
733,1489,Savings,3237.78,2017-02-05
734,992,Checking,14943.39,2017-06-24
735,1867,Checking,19237.55,2019-03-11
736,335,Credit,11407.26,2023-04-11
737,1949,Savings,2792.74,2020-11-12
738,102,Loan,-21028.76,2022-05-05
739,1784,Credit,19066.8,2016-09-01
740,1376,Credit,8530.61,2022-06-18
741,1469,Loan,-25891.05,2017-09-07
742,1466,Checking,2263.55,2019-09-28
743,742,Savings,14440.12,2021-09-02
744,343,Checking,11736.01,2021-12-12
745,774,Credit,2504.63,2021-07-28
746,215,Loan,-14469.41,2024-03-11
747,20,Credit,5772.0,2019-07-23
748,548,Checking,9305.5,2019-02-19
749,445,Credit,10863.8,2023-07-03
750,1642,Savings,2439.01,2018-02-20
751,1426,Loan,-30663.8,2015-03-12
752,1258,Checking,8943.4,2016-09-01
753,596,Loan,-39951.24,2016-09-29
754,138,Checking,1632.22,2025-01-04
755,137,Checking,6935.46,2015-10-20
756,1712,Savings,4728.62,2015-04-23
757,763,Loan,-22755.53,2021-10-23
758,996,Checking,8118.13,2024-12-20
759,1970,Checking,3094.83,2023-01-16
760,653,Loan,-4215.08,2016-06-30
761,1558,Savings,8622.2,2023-08-02
762,1109,Checking,277.67,2017-10-20
763,1573,Loan,-36604.43,2017-05-11
764,1106,Checking,16857.92,2020-04-03
765,1696,Checking,10406.31,2015-08-04
766,1693,Loan,-3291.9,2015-05-15
767,398,Credit,17236.74,2019-10-18
768,1547,Credit,3251.47,2019-01-21
769,1148,Loan,-32772.89,2024-09-11
770,1005,Credit,3776.26,2023-07-29
771,321,Savings,12794.64,2015-06-19
772,512,Loan,-48684.72,2021-06-25
773,754,Savings,14309.9,2020-12-07
774,70,Loan,-11056.97,2018-12-29
775,1016,Savings,740.92,2019-06-16
776,948,Credit,821.35,2019-06-19
777,996,Savings,11824.81,2016-03-03
778,242,Credit,14009.56,2023-07-02
779,219,Loan,-35531.87,2016-01-28
780,588,Savings,65.94,2016-01-19
781,1762,Loan,-9021.52,2016-07-10
782,1765,Loan,-12606.2,2015-03-31
783,1615,Savings,13423.55,2024-07-31
784,972,Loan,-8725.01,2023-02-23
785,1357,Credit,18934.06,2017-04-06
786,721,Savings,1913.53,2018-04-20
787,1727,Savings,8563.37,2021-08-04
788,1290,Loan,-30880.12,2016-12-08
789,1229,Credit,15137.61,2022-04-01
790,804,Credit,3813.74,2023-10-08
791,1594,Checking,9200.85,2019-07-23
792,1947,Savings,5646.98,2023-02-22
793,1058,Loan,-45990.5,2020-04-01
794,160,Savings,13944.81,2016-02-11
795,753,Loan,-36742.55,2020-06-08
796,323,Savings,3962.87,2015-09-22
797,1816,Checking,4049.42,2017-10-15
798,1727,Credit,3152.17,2015-08-15
799,670,Loan,-46100.42,2018-08-22
800,1853,Savings,5436.15,2024-09-16
801,1376,Checking,7825.42,2022-06-25
802,1432,Credit,17955.02,2017-08-12
803,876,Loan,-40057.9,2020-06-02
804,1807,Checking,19026.86,2018-04-25
805,1873,Savings,8592.99,2016-11-09
806,1634,Loan,-47599.61,2015-10-16
807,965,Checking,6575.79,2022-09-24
808,882,Checking,8403.37,2016-04-02
809,353,Savings,206.44,2024-04-09
810,1320,Loan,-18347.73,2022-05-26
811,1372,Loan,-20690.46,2025-02-02
812,1007,Loan,-28591.49,2019-11-25
813,820,Credit,757.02,2018-05-28
814,1728,Loan,-39897.52,2020-05-06
815,1626,Savings,5150.37,2017-04-03
816,1617,Loan,-47145.69,2018-12-27
817,1654,Loan,-34440.58,2017-04-03
818,1720,Credit,14406.49,2017-06-18
819,911,Loan,-29967.19,2019-08-11
820,1263,Checking,7982.75,2023-11-22
821,110,Loan,-28898.83,2021-07-04
822,1649,Savings,11999.99,2019-11-18
823,1417,Credit,14529.47,2016-09-07
824,1082,Checking,1651.61,2019-07-10
825,929,Loan,-23989.79,2017-07-10
826,1312,Savings,521.31,2022-07-22
827,1022,Savings,778.19,2020-08-09
828,1657,Credit,2721.66,2019-06-24
829,1655,Checking,19733.37,2020-03-07
830,1432,Savings,5079.97,2019-06-16
831,1642,Loan,-6573.97,2023-08-11
832,1309,Savings,19687.95,2015-12-05
833,108,Loan,-34295.66,2019-11-24
834,874,Checking,10488.78,2023-02-25
835,1261,Loan,-15993.38,2019-05-30
836,194,Loan,-24626.02,2015-04-28
837,241,Savings,2973.92,2015-05-31
838,206,Checking,12184.75,2023-08-12
839,301,Checking,7352.41,2023-10-17
840,943,Loan,-46619.75,2022-02-28
841,1820,Savings,14045.44,2022-04-18
842,715,Savings,212.5,2016-10-27
843,305,Loan,-9175.18,2020-01-19
844,1947,Credit,1590.93,2024-03-09
845,648,Checking,17194.33,2024-12-24
846,442,Credit,8257.04,2021-08-26
847,444,Checking,8653.33,2018-02-08
848,1620,Savings,16813.67,2022-12-15
849,534,Credit,5042.72,2017-09-03
850,660,Credit,6170.63,2023-08-09
851,1488,Checking,1095.7,2021-04-04
852,931,Credit,16494.91,2021-08-03
853,1673,Credit,10076.36,2023-06-08
854,287,Credit,19232.38,2025-02-20
855,1396,Credit,19640.33,2017-07-19
856,370,Savings,3203.55,2017-04-09
857,1316,Loan,-7648.3,2022-04-21
858,211,Checking,9373.1,2015-08-24
859,161,Credit,14504.98,2016-03-24
860,1199,Savings,13941.99,2021-05-09
861,1109,Savings,13939.44,2018-02-23
862,1638,Credit,8827.34,2023-11-07
863,1631,Checking,19704.29,2021-09-08
864,1948,Loan,-37066.84,2023-07-03
865,1315,Savings,14138.75,2024-02-07
866,376,Loan,-12092.46,2017-06-09
867,145,Savings,11323.12,2018-09-23
868,380,Credit,3074.64,2020-12-30
869,588,Checking,19716.1,2024-10-25
870,1964,Loan,-32292.66,2015-03-07
871,1021,Checking,19608.4,2016-12-15
872,1497,Credit,11766.93,2018-07-05
873,1044,Checking,11258.44,2024-02-04
874,279,Savings,16071.3,2016-05-01
875,655,Savings,5208.22,2024-08-02
876,565,Credit,6126.32,2022-07-11
877,1185,Checking,18584.24,2016-10-27
878,752,Savings,15633.66,2016-11-28
879,853,Checking,7725.3,2017-04-04
880,231,Savings,9702.35,2020-02-09
881,1432,Savings,9535.9,2016-09-18
882,1038,Credit,16726.57,2023-07-03
883,1490,Checking,3567.46,2022-09-05
884,235,Savings,5401.08,2019-01-02
885,1471,Savings,7742.14,2019-03-29
886,290,Loan,-32170.14,2022-06-26
887,1745,Credit,15868.04,2022-08-08
888,797,Checking,16254.39,2019-02-18
889,356,Savings,17233.45,2022-01-26
890,1330,Credit,15287.01,2023-01-20
891,632,Checking,13927.97,2021-09-05
892,892,Loan,-3765.38,2015-06-09
893,1024,Credit,9375.23,2018-02-10
894,519,Loan,-17827.82,2016-02-23
895,1394,Checking,19623.07,2019-07-11
896,539,Loan,-6757.79,2019-04-02
897,1477,Checking,949.13,2019-07-26
898,39,Checking,9777.14,2017-06-08
899,1886,Loan,-43728.56,2020-09-21
900,787,Savings,4351.57,2021-06-10
901,1292,Checking,13641.68,2024-09-29
902,1845,Credit,14397.59,2023-03-03
903,1458,Savings,4394.67,2022-09-19
904,1295,Savings,5235.17,2015-03-04
905,1392,Checking,14288.92,2022-07-25
906,1944,Loan,-41463.42,2023-02-17
907,1194,Checking,5041.36,2024-04-06
908,1269,Credit,7066.67,2016-10-13
909,623,Credit,2930.18,2025-01-14
910,852,Savings,18062.39,2025-01-25
911,361,Loan,-6332.08,2019-06-21
912,1648,Loan,-36069.19,2016-09-07
913,687,Savings,19404.42,2016-07-02
914,42,Credit,8149.28,2024-01-05
915,992,Checking,16467.18,2016-05-25
916,1570,Credit,7934.8,2020-03-21
917,1670,Loan,-34594.85,2019-05-29
918,1611,Loan,-44461.13,2022-04-29
919,910,Savings,1749.43,2015-07-01
920,646,Checking,11222.35,2015-06-15
921,1883,Savings,10731.32,2015-07-05
922,77,Savings,16956.0,2022-05-08
923,209,Loan,-16051.63,2020-02-15
924,1735,Loan,-37698.0,2018-05-17
925,572,Checking,9847.65,2020-07-15
926,585,Savings,4613.75,2015-04-18
927,1459,Savings,14541.85,2020-03-08
928,464,Credit,18603.7,2023-12-25
929,1932,Loan,-37785.6,2021-01-20
930,1317,Credit,8499.09,2021-12-21
931,980,Savings,19457.44,2024-02-19
932,1876,Savings,19606.58,2024-02-05
933,1002,Checking,9823.89,2017-11-25
934,1794,Loan,-17520.2,2018-09-18
935,1802,Loan,-6495.79,2018-09-24
936,349,Checking,6064.27,2020-09-12
937,605,Loan,-9733.37,2018-10-02
938,660,Credit,15775.16,2018-01-16
939,1204,Checking,1965.53,2022-07-24
940,567,Checking,18430.43,2022-06-01
941,866,Checking,8436.86,2015-03-02
942,267,Checking,16302.84,2022-12-25
943,649,Loan,-28849.02,2021-03-27
944,357,Credit,19171.75,2020-12-29
945,743,Savings,9113.0,2017-03-07
946,685,Savings,11887.55,2020-10-04
947,310,Savings,11436.43,2019-08-05
948,1962,Checking,12646.77,2022-06-27
949,948,Loan,-44540.42,2022-10-30
950,1185,Loan,-46355.73,2016-03-05
951,56,Credit,1217.59,2019-10-14
952,1771,Loan,-37042.45,2022-09-24
953,450,Credit,861.09,2017-07-24
954,1928,Credit,16106.81,2017-03-21
955,384,Savings,7810.28,2019-12-18
956,1176,Checking,19059.34,2023-10-16
957,411,Credit,164.05,2019-04-02
958,171,Loan,-43631.23,2024-05-29
959,1153,Loan,-15810.96,2018-02-26
960,522,Loan,-12293.89,2017-01-09
961,1150,Loan,-6993.99,2019-07-10
962,954,Loan,-47858.33,2024-11-29
963,1870,Credit,6287.42,2017-06-01
964,1024,Savings,65.66,2021-07-18
965,1277,Checking,10619.81,2023-02-15
966,387,Savings,4913.84,2015-10-13
967,878,Checking,9649.16,2018-04-01
968,1586,Savings,4875.52,2019-10-03
969,1124,Credit,5162.41,2022-06-15
970,1517,Checking,3726.19,2023-11-20
971,681,Loan,-12399.6,2018-03-07
972,1962,Loan,-4974.47,2022-10-01
973,337,Savings,2942.54,2015-11-12
974,581,Savings,1621.93,2017-11-30
975,536,Savings,1976.16,2024-05-29
976,1661,Savings,14897.37,2020-10-31
977,1880,Credit,11715.82,2021-06-24
978,1221,Checking,7882.11,2016-08-07
979,193,Checking,18069.02,2021-03-30
980,1396,Credit,9892.81,2024-11-18
981,1001,Loan,-21353.21,2025-02-16
982,177,Checking,17308.73,2022-12-18
983,141,Credit,5075.17,2018-07-30
984,492,Credit,12808.22,2020-11-05
985,1013,Credit,13330.04,2017-05-01
986,1381,Checking,6326.77,2016-03-03
987,1790,Savings,11635.15,2022-01-24
988,10,Credit,9445.42,2018-05-20
989,1907,Loan,-14565.08,2017-03-23
990,1741,Loan,-4747.14,2024-04-20
991,597,Savings,1889.49,2015-03-15
992,1393,Credit,5196.29,2020-07-02
993,1923,Savings,490.82,2021-08-08
994,1167,Savings,11891.67,2021-04-18
995,1682,Credit,4670.23,2021-11-12
996,1894,Checking,15794.51,2022-12-11
997,558,Checking,8621.64,2024-04-04
998,752,Checking,14480.46,2021-12-21
999,1221,Savings,7847.48,2023-05-09
1000,1407,Savings,803.59,2016-12-20
1001,851,Loan,-10285.32,2019-11-27
1002,744,Credit,6645.1,2023-02-19
1003,211,Checking,8139.55,2020-02-28
1004,1380,Credit,10727.61,2021-01-29
1005,670,Credit,11894.69,2021-03-11
1006,1765,Loan,-5939.41,2022-12-28
1007,1721,Savings,2331.21,2017-12-17
1008,75,Checking,15981.6,2020-04-28
1009,967,Checking,8650.83,2021-02-22
1010,687,Credit,13826.73,2020-03-02
1011,1111,Checking,13057.71,2018-10-12
1012,567,Credit,17962.89,2016-11-05
1013,79,Savings,6017.03,2015-09-15
1014,351,Savings,10280.63,2016-10-09
1015,1144,Checking,8033.93,2015-04-25
1016,1578,Savings,8961.79,2019-05-23
1017,942,Credit,5581.06,2021-09-10
1018,419,Savings,15370.49,2023-11-18
1019,1756,Credit,18087.98,2018-07-20
1020,706,Checking,7790.3,2024-06-24
1021,384,Checking,341.72,2018-12-25
1022,465,Checking,6268.88,2022-08-13
1023,856,Credit,16587.95,2018-11-10
1024,1109,Checking,13185.97,2021-03-31
1025,1223,Checking,17287.82,2024-07-18
1026,421,Checking,19771.35,2024-03-12
1027,1965,Credit,910.96,2017-04-16
1028,307,Checking,19106.07,2016-02-08
1029,1786,Loan,-1049.12,2015-03-10
1030,1269,Checking,15593.19,2024-10-04
1031,1913,Checking,19186.75,2023-05-20
1032,61,Checking,19817.23,2015-04-14
1033,1817,Checking,7977.25,2023-09-11
1034,1366,Loan,-20522.15,2017-05-01
1035,1784,Savings,19082.31,2018-03-13
1036,1128,Checking,11353.27,2019-10-14
1037,986,Checking,6464.01,2024-07-09
1038,1683,Credit,13255.03,2022-01-08
1039,1759,Credit,12796.27,2022-12-19
1040,415,Checking,8909.49,2021-03-26
1041,1528,Credit,6140.93,2023-09-30
1042,298,Savings,17678.29,2017-04-29
1043,1852,Credit,8403.91,2021-07-11
1044,718,Checking,247.22,2023-07-08
1045,692,Savings,3788.72,2021-08-06
1046,1188,Credit,19194.45,2019-09-30
1047,1189,Savings,7451.31,2015-04-17
1048,1954,Credit,19732.79,2023-08-16
1049,1869,Credit,16310.65,2017-04-12
1050,584,Savings,470.88,2020-03-20
1051,862,Savings,15514.08,2015-10-28
1052,119,Checking,11280.73,2024-01-19
1053,1276,Savings,6848.11,2015-05-20
1054,320,Checking,18063.93,2024-04-12
1055,918,Checking,333.4,2022-04-17
1056,298,Loan,-16715.75,2021-03-05
1057,1992,Savings,4064.6,2016-01-21
1058,217,Savings,3442.25,2018-09-18
1059,1781,Savings,17134.35,2022-04-18
1060,316,Savings,18530.11,2018-03-10
1061,1930,Savings,13543.28,2015-09-30
1062,1842,Credit,19761.5,2021-08-13
1063,1224,Checking,10373.85,2015-09-27
1064,205,Checking,8719.86,2022-03-31
1065,974,Savings,19233.05,2021-12-20
1066,824,Checking,18134.44,2024-03-17
1067,527,Loan,-30119.13,2020-12-27
1068,1391,Checking,13471.17,2015-03-10
1069,1221,Checking,13005.33,2023-08-15
1070,391,Credit,10562.06,2022-07-14
1071,1124,Checking,7549.42,2021-06-08
1072,1389,Credit,8665.41,2024-02-23
1073,540,Checking,7213.87,2019-07-03
1074,11,Checking,9256.55,2023-01-05
1075,1673,Savings,7508.26,2023-11-05
1076,584,Savings,19337.1,2017-03-17
1077,400,Loan,-25402.02,2016-12-23
1078,1877,Loan,-46880.99,2022-05-02
1079,612,Credit,17319.01,2019-12-06
1080,233,Checking,152.73,2020-08-11
1081,1583,Savings,3883.77,2024-07-28
1082,424,Loan,-29900.8,2024-11-26
1083,355,Savings,17420.1,2019-08-31
1084,512,Loan,-22885.43,2018-07-08
1085,120,Credit,1664.93,2017-11-11
1086,1573,Checking,11245.04,2022-05-01
1087,323,Checking,15525.97,2016-02-29
1088,1534,Credit,15266.13,2016-05-03
1089,1065,Loan,-1650.65,2016-11-29
1090,249,Checking,14508.99,2019-01-28
1091,1763,Credit,882.02,2021-04-16
1092,751,Credit,2709.98,2015-12-09
1093,51,Loan,-15799.62,2022-08-14
1094,346,Checking,15936.07,2022-11-14
1095,295,Loan,-48970.47,2018-01-25
1096,847,Credit,18742.17,2021-10-17
1097,1270,Checking,5551.81,2024-03-15
1098,1898,Checking,3946.36,2020-05-14
1099,761,Loan,-3441.27,2020-09-11
1100,195,Savings,17890.27,2015-06-22
1101,1577,Savings,5647.34,2015-10-26
1102,893,Checking,17035.59,2016-07-02
1103,598,Savings,19755.27,2017-12-28
1104,42,Savings,16838.26,2015-05-19
1105,282,Checking,8345.81,2015-08-26
1106,5,Savings,2901.97,2022-10-31
1107,340,Credit,1177.41,2019-07-28
1108,452,Savings,7427.85,2016-04-27
1109,1390,Savings,2305.96,2024-10-08
1110,1524,Loan,-25411.84,2023-12-17
1111,1959,Savings,7740.99,2023-09-04
1112,616,Loan,-32432.81,2022-11-12
1113,693,Checking,8329.19,2024-09-25
1114,1906,Credit,11305.23,2019-08-17
1115,351,Credit,2850.41,2022-03-23
1116,1122,Checking,1485.82,2018-03-25
1117,1898,Checking,4943.69,2018-02-01
1118,1442,Checking,12220.02,2018-08-21
1119,1189,Credit,13394.48,2019-07-12
1120,195,Savings,12341.67,2018-12-30
1121,841,Savings,8491.44,2023-03-28
1122,1322,Savings,1336.26,2024-12-21
1123,633,Credit,3932.93,2017-01-22
1124,1358,Savings,14482.27,2021-10-10
1125,156,Loan,-38617.12,2022-10-15
1126,729,Loan,-25158.54,2022-06-16
1127,1921,Savings,17303.13,2017-01-16
1128,1056,Credit,7034.74,2015-09-09
1129,1620,Credit,1621.86,2016-10-30
1130,657,Loan,-12406.02,2023-09-25
1131,777,Credit,11543.1,2021-02-12
1132,8,Savings,492.68,2016-09-30
1133,483,Checking,10061.06,2019-03-14
1134,1754,Credit,10849.0,2018-07-20
1135,1307,Loan,-36933.6,2020-02-13
1136,1027,Loan,-43091.0,2015-09-26
1137,1114,Checking,17963.39,2023-05-10
1138,1972,Checking,16652.02,2016-01-05
1139,1436,Checking,7666.76,2021-03-26
1140,1848,Loan,-3977.56,2019-05-10
1141,74,Credit,15344.89,2019-09-04
1142,1217,Checking,17272.93,2021-04-16
1143,603,Credit,10704.81,2017-05-31
1144,318,Loan,-8579.59,2023-04-05
1145,1300,Credit,15544.7,2015-07-26
1146,309,Checking,3444.32,2021-03-08
1147,1741,Credit,7991.75,2021-08-25
1148,1089,Savings,3767.96,2016-03-31
1149,1911,Checking,9259.92,2020-04-01
1150,805,Loan,-7066.22,2016-11-17
1151,636,Loan,-39497.96,2022-10-11
1152,1189,Credit,1323.32,2018-10-25
1153,853,Loan,-31511.97,2015-09-19
1154,603,Checking,15679.11,2016-02-15
1155,1701,Savings,4909.56,2016-11-22
1156,1272,Checking,3939.29,2016-11-06
1157,682,Checking,9844.42,2023-06-30
1158,1701,Credit,4889.3,2015-07-29
1159,1706,Loan,-26685.11,2019-01-04
1160,266,Checking,4359.51,2019-08-29
1161,365,Credit,6106.01,2016-03-13
1162,100,Loan,-42277.1,2017-08-10
1163,1494,Savings,17077.9,2023-05-04
1164,1481,Savings,13159.14,2017-01-15
1165,1700,Loan,-7506.79,2022-05-04
1166,1751,Credit,5973.49,2017-11-04
1167,804,Loan,-6650.93,2023-01-19
1168,520,Savings,3980.45,2018-07-16
1169,1012,Loan,-28758.5,2019-05-21
1170,1762,Checking,4596.21,2019-08-08
1171,908,Credit,1628.32,2017-01-05
1172,782,Loan,-41293.32,2022-07-26
1173,1533,Credit,16309.94,2018-03-21
1174,712,Checking,5903.45,2016-03-28
1175,555,Checking,3027.54,2019-09-16
1176,1334,Checking,5711.0,2021-09-08
1177,1458,Loan,-42965.05,2023-01-05
1178,387,Loan,-34704.71,2016-06-16
1179,174,Checking,4372.3,2021-02-07
1180,602,Credit,11510.14,2019-09-07
1181,623,Credit,1744.46,2021-10-13
1182,1975,Credit,205.1,2023-09-29
1183,67,Credit,7655.93,2023-08-15
1184,1461,Savings,12121.34,2019-10-16
1185,1498,Savings,8566.81,2016-08-08
1186,1559,Loan,-15259.79,2023-01-28
1187,310,Checking,15292.32,2019-01-21
1188,783,Checking,3411.04,2021-04-15
1189,249,Checking,14529.83,2017-10-24
1190,1762,Loan,-11741.93,2024-02-11
1191,1960,Checking,17192.65,2016-06-03
1192,1984,Checking,9891.91,2015-05-19
1193,409,Checking,326.01,2017-12-11
1194,1545,Credit,19454.58,2023-08-15
1195,1775,Loan,-39796.53,2021-02-18
1196,937,Checking,8870.74,2015-05-07
1197,1625,Loan,-8675.47,2017-11-30
1198,298,Savings,3810.87,2020-12-30
1199,1388,Checking,14563.06,2020-06-09
1200,1676,Checking,6418.58,2018-11-05
1201,1387,Savings,7436.75,2017-02-03
1202,204,Checking,18379.63,2016-09-29
1203,27,Checking,19474.56,2019-06-12
1204,895,Savings,19545.07,2019-06-12
1205,1972,Credit,11070.64,2015-11-07
1206,1891,Loan,-11550.4,2017-12-16
1207,614,Loan,-16127.41,2024-06-18
1208,1905,Savings,4601.95,2022-04-19
1209,919,Savings,10902.41,2021-04-13
1210,1514,Loan,-43895.14,2019-05-26
1211,398,Checking,10253.43,2021-03-01
1212,1278,Checking,4237.76,2022-10-26
1213,1392,Checking,7735.21,2022-11-28
1214,478,Savings,4750.43,2021-08-07
1215,1710,Credit,7651.96,2018-09-28
1216,530,Savings,1292.12,2015-08-15
1217,1394,Checking,13858.06,2018-12-18
1218,267,Savings,18662.82,2022-11-08
1219,261,Savings,2767.01,2024-12-02
1220,1316,Credit,4198.5,2018-03-31
1221,796,Checking,17429.31,2021-09-01
1222,1432,Savings,10559.09,2016-10-14
1223,1924,Credit,8535.72,2024-01-19
1224,947,Checking,19119.36,2018-11-25
1225,578,Loan,-14040.24,2016-10-28
1226,678,Credit,18271.75,2017-10-14
1227,884,Savings,3973.21,2020-12-26
1228,1525,Savings,5942.75,2017-08-13
1229,993,Loan,-12731.65,2024-07-12
1230,1971,Credit,10454.69,2018-05-22
1231,642,Savings,19161.84,2020-11-15
1232,440,Checking,2423.36,2024-09-05
1233,554,Credit,5815.76,2019-03-14
1234,608,Savings,6822.03,2016-11-22
1235,451,Savings,7269.68,2019-04-08
1236,1716,Checking,9666.03,2018-11-01
1237,385,Loan,-20784.63,2017-08-20
1238,539,Savings,15040.12,2015-12-29
1239,834,Credit,19671.59,2018-01-21
1240,28,Savings,7808.03,2018-07-18
1241,1613,Checking,6783.21,2023-07-27
1242,1303,Savings,11505.91,2018-08-24
1243,380,Checking,3300.76,2024-04-26
1244,1914,Credit,6557.39,2019-01-30
1245,1447,Savings,2349.98,2017-11-23
1246,456,Savings,7816.79,2019-02-19
1247,20,Checking,10098.64,2021-04-20
1248,1196,Credit,6510.58,2017-03-10
1249,1374,Checking,17440.93,2018-09-10
1250,813,Credit,10707.0,2021-06-21
1251,99,Savings,7242.56,2016-09-29
1252,572,Credit,7350.65,2016-08-30
1253,1382,Savings,8903.43,2016-03-03
1254,318,Credit,4912.47,2022-08-23
1255,1569,Savings,18279.27,2019-07-31
1256,387,Credit,18132.9,2021-04-17
1257,1407,Credit,4026.55,2017-12-22
1258,1075,Checking,4150.05,2015-07-12
1259,63,Savings,221.6,2015-04-18
1260,1276,Savings,5603.33,2024-12-08
1261,915,Loan,-2809.71,2019-03-17
1262,368,Credit,19607.72,2022-09-19
1263,934,Loan,-44195.96,2021-03-23
1264,1571,Credit,12437.13,2016-05-11
1265,1297,Credit,12794.27,2022-06-07
1266,1166,Loan,-23256.63,2018-09-08
1267,73,Credit,10227.61,2016-01-20
1268,754,Savings,9213.31,2019-10-06
1269,1050,Loan,-1193.93,2023-07-10
1270,377,Loan,-41067.99,2022-06-11
1271,1834,Loan,-20151.33,2015-08-24
1272,1555,Loan,-7126.03,2015-12-16
1273,897,Loan,-16456.14,2017-11-13
1274,222,Savings,6562.92,2020-12-08
1275,614,Credit,19514.31,2024-02-06
1276,17,Checking,1652.69,2021-08-24
1277,1745,Credit,8491.83,2024-03-15
1278,530,Checking,7045.45,2021-08-08
1279,1165,Savings,14559.54,2022-07-13
1280,667,Credit,14257.96,2022-12-16
1281,457,Savings,6107.31,2015-04-07
1282,1503,Credit,8699.33,2019-06-25
1283,80,Loan,-47076.09,2015-11-22
1284,1588,Loan,-30506.53,2022-12-11
1285,1382,Credit,18294.63,2024-02-09
1286,1338,Savings,2324.07,2018-02-21
1287,930,Loan,-7482.77,2024-04-23
1288,651,Loan,-43074.88,2018-09-24
1289,1072,Loan,-39893.11,2021-09-22
1290,8,Credit,9243.06,2021-10-19
1291,883,Credit,8397.32,2019-05-03
1292,1275,Loan,-18939.96,2017-01-01
1293,1043,Savings,10540.61,2015-12-09
1294,35,Loan,-29824.55,2020-01-13
1295,488,Credit,12109.79,2015-05-12
1296,49,Loan,-33400.09,2017-07-01
1297,1084,Checking,3129.41,2020-06-03
1298,1959,Savings,10788.09,2017-08-23
1299,797,Loan,-31598.05,2022-05-28
1300,1937,Loan,-38221.25,2022-04-18
1301,267,Credit,3394.66,2021-11-05
1302,1062,Savings,2488.51,2015-09-08
1303,578,Credit,413.19,2017-07-02
1304,678,Checking,3618.71,2015-10-06
1305,1379,Checking,4528.43,2024-03-19
1306,1599,Checking,9064.87,2017-06-10
1307,1707,Savings,14738.01,2019-10-16
1308,1718,Credit,10804.97,2022-03-01
1309,713,Savings,9794.08,2015-02-21
1310,1407,Savings,6743.14,2021-08-12
1311,1040,Savings,13588.98,2025-02-08
1312,1364,Loan,-1394.42,2017-10-23
1313,1509,Loan,-6940.4,2023-09-23
1314,157,Loan,-15328.98,2021-12-03
1315,1145,Credit,2032.66,2020-11-05
1316,1242,Credit,10659.24,2021-10-03
1317,429,Credit,13485.18,2022-09-06
1318,1958,Credit,10109.96,2020-05-19
1319,132,Loan,-48579.98,2015-07-10
1320,1502,Credit,16553.29,2018-11-12
1321,1435,Checking,14834.75,2020-01-03
1322,551,Checking,9826.35,2024-11-18
1323,674,Checking,3094.84,2022-06-06
1324,16,Credit,9868.7,2019-06-16
1325,1259,Savings,12013.15,2021-02-16
1326,197,Savings,17151.72,2017-03-24
1327,633,Loan,-33662.78,2022-12-23
1328,387,Loan,-7914.24,2016-03-19
1329,1917,Loan,-5173.25,2020-09-26
1330,1679,Savings,4599.37,2016-12-18
1331,1676,Loan,-27685.76,2022-09-06
1332,1404,Loan,-37341.73,2024-01-10
